ImageName		GroundTruth		OriginalOutput		AdversarialOutput
10697.jpg	-0.9468411192069237			-0.6088790893554688			-0.5455245971679688
10698.jpg	-0.8906415172927065			-0.6088790893554688			-0.5455245971679688
10699.jpg	-0.8588765249064096			-0.6088790893554688			-0.5455245971679688
10700.jpg	-0.8253662032681184			-0.6088790893554688			-0.5139999389648438
10701.jpg	-0.7885397560510381			-0.6088790893554688			-0.5139999389648438
10702.jpg	-0.7426375967235872			-0.5343093872070312			-0.5139999389648438
10703.jpg	-0.7040658202545126			-0.5022201538085938			-0.5139999389648438
10704.jpg	-0.6600835231042554			-0.5022201538085938			-0.34850311279296875
10705.jpg	-0.6159266930287989			-0.46900177001953125			-0.303497314453125
10706.jpg	-0.5719443958785418			-0.43848419189453125			-0.303497314453125
10707.jpg	-0.5331980864842676			-0.43848419189453125			-0.303497314453125
10708.jpg	-0.5016076270231703			-0.43848419189453125			-0.303497314453125
10709.jpg	-0.46809730538487915			-0.43848419189453125			-0.1930999755859375
10710.jpg	-0.4541346713689245			-0.43848419189453125			-0.10277557373046875
10711.jpg	-0.4276056667386107			-0.43848419189453125			-0.10277557373046875
10712.jpg	-0.4012511950334963			-0.43848419189453125			-0.10277557373046875
10713.jpg	-0.3572688978832392			-0.43848419189453125			-0.03128814697265625
10714.jpg	-0.2991494337918281			-0.43848419189453125			-0.03128814697265625
10715.jpg	-0.24993114888558798			-0.43848419189453125			-0.03128814697265625
10716.jpg	-0.24120450262561632			-0.43848419189453125			-0.03128814697265625
10717.jpg	-0.23055799418845094			-0.43848419189453125			-0.03128814697265625
10718.jpg	-0.19879300180215415			-0.43848419189453125			-0.03128814697265625
10719.jpg	-0.16196655458507378			-0.34929656982421875			-0.03128814697265625
10720.jpg	-0.12496557444279399			-0.27378082275390625			0.06539154052734375
10721.jpg	-0.09145525280450287			-0.27378082275390625			0.081939697265625
10722.jpg	-0.06684611035138281			-0.23361968994140625			0.081939697265625
10723.jpg	-0.024609142453120045			-0.20287322998046875			0.081939697265625
10724.jpg	0.0158824961931484			-0.20287322998046875			0.081939697265625
10725.jpg	0.05637413483941684			-0.20287322998046875			0.081939697265625
10726.jpg	0.08011061266653972			-0.20287322998046875			0.081939697265625
10727.jpg	0.1038470904936626			-0.03945159912109375			0.081939697265625
10728.jpg	0.1319468914507713			-0.0240325927734375			0.081939697265625
10729.jpg	0.1408480706359424			-0.0240325927734375			0.081939697265625
10730.jpg	0.1425933998879367			-0.0240325927734375			0.081939697265625
10731.jpg	0.14608405839192537			-0.0240325927734375			0.081939697265625
10732.jpg	0.15655603390389136			-0.0240325927734375			0.081939697265625
10733.jpg	0.16371188383706814			-0.0240325927734375			0.081939697265625
10734.jpg	0.17418385934903408			-0.0240325927734375			0.081939697265625
10735.jpg	0.1759291886010284			-0.0240325927734375			0.081939697265625
10736.jpg	0.1759291886010284			-0.0240325927734375			0.081939697265625
10737.jpg	0.17767451785302274			-0.0240325927734375			0.081939697265625
10738.jpg	0.1706932008450454			-0.0240325927734375			0.081939697265625
10739.jpg	0.16894787159305108			-0.0240325927734375			0.081939697265625
10740.jpg	0.16894787159305108			-0.0240325927734375			0.081939697265625
10741.jpg	0.16894787159305108			-0.0240325927734375			0.081939697265625
10742.jpg	0.16196655458507378			-0.0240325927734375			0.081939697265625
10743.jpg	0.1530653753999027			-0.0240325927734375			0.081939697265625
