ImageName		GroundTruth		OriginalOutput		AdversarialOutput
10608.jpg	-1.8303267865664534			-0.9910659790039062			-0.8559951782226562
10609.jpg	-1.8708184252127218			-0.9910659790039062			-0.8559951782226562
10610.jpg	-1.9167205845401725			-0.9910659790039062			-0.8559951782226562
10611.jpg	-1.9641935401944184			-0.9910659790039062			-0.8559951782226562
10612.jpg	-2.030865117620602			-0.9910659790039062			-0.8559951782226562
10613.jpg	-2.08374859395603			-0.9910659790039062			-0.8918991088867188
10614.jpg	-2.1436133872994354			-0.9910659790039062			-0.8918991088867188
10615.jpg	-2.1964968636348634			-0.9910659790039062			-0.8918991088867188
10616.jpg	-2.240479160785121			-0.9910659790039062			-0.8918991088867188
10617.jpg	-2.2792254701793953			-0.9910659790039062			-0.8918991088867188
10618.jpg	-2.3073252711365035			-1.1474075317382812			-1.0356063842773438
10619.jpg	-2.342580922026789			-1.1883010864257812			-1.0356063842773438
10620.jpg	-2.3900538776810345			-1.1883010864257812			-1.0815200805664062
10621.jpg	-2.4270548578233146			-1.1883010864257812			-1.1127243041992188
10622.jpg	-2.4623105087136			-1.3236618041992188			-1.2753219604492188
10623.jpg	-2.478018471981549			-1.3562545776367188			-1.2753219604492188
10624.jpg	-2.502627614434669			-1.3562545776367188			-1.2753219604492188
10625.jpg	-2.523920631309			-1.4964065551757812			-1.4775466918945312
10626.jpg	-2.5431192530809374			-1.5433425903320312			-1.4775466918945312
10627.jpg	-2.564237737030069			-1.5433425903320312			-1.4775466918945312
10628.jpg	-2.5766295747192283			-1.5802383422851562			-1.5242080688476562
10629.jpg	-2.5853562209792003			-1.5802383422851562			-1.5546798706054688
10630.jpg	-2.592512070912377			-1.6456832885742188			-1.5546798706054688
10631.jpg	-2.6012387171723486			-1.6456832885742188			-1.5546798706054688
10632.jpg	-2.6083945671055253			-1.6456832885742188			-1.5894088745117188
10633.jpg	-2.61013989635752			-1.6456832885742188			-1.6287918090820312
10634.jpg	-2.611885225609514			-1.6456832885742188			-1.6624526977539062
10635.jpg	-2.6136305548615084			-1.6456832885742188			-1.7302932739257812
10636.jpg	-2.6223572011214804			-1.6049118041992188			-1.7302932739257812
10637.jpg	-2.6364943680626345			-1.6049118041992188			-1.7302932739257812
10638.jpg	-2.645221014322606			-1.6049118041992188			-1.7302932739257812
10639.jpg	-2.6469663435746003			-1.6049118041992188			-1.7302932739257812
10640.jpg	-2.6469663435746003			-1.6446914672851562			-1.7302932739257812
10641.jpg	-2.6469663435746003			-1.6141891479492188			-1.7302932739257812
10642.jpg	-2.6506315350037886			-1.5791854858398438			-1.7302932739257812
10643.jpg	-2.6558675227597712			-1.5791854858398438			-1.7302932739257812
10644.jpg	-2.6628488397677486			-1.5791854858398438			-1.7302932739257812
10645.jpg	-2.6680848275237317			-1.5791854858398438			-1.7302932739257812
10646.jpg	-2.6680848275237317			-1.5791854858398438			-1.6988296508789062
10647.jpg	-2.6680848275237317			-1.5791854858398438			-1.6988296508789062
10648.jpg	-2.6680848275237317			-1.5791854858398438			-1.6581344604492188
10649.jpg	-2.6680848275237317			-1.5458145141601562			-1.6581344604492188
10650.jpg	-2.6680848275237317			-1.5458145141601562			-1.7009506225585938
10651.jpg	-2.657612852011766			-1.5458145141601562			-1.7009506225585938
10652.jpg	-2.645221014322606			-1.5458145141601562			-1.7009506225585938
10653.jpg	-2.6206118718694857			-1.4713668823242188			-1.5661544799804688
10654.jpg	-2.6012387171723486			-1.3262557983398438			-1.5281295776367188
10655.jpg	-2.581865562475212			-1.3262557983398438			-1.5281295776367188
10656.jpg	-2.5661575992072625			-1.3262557983398438			-1.5281295776367188
10657.jpg	-2.523920631309			-1.3262557983398438			-1.5281295776367188
10658.jpg	-2.490410309670709			-1.3262557983398438			-1.3748550415039062
10659.jpg	-2.453409329528429			-1.2930831909179688			-1.3748550415039062
10660.jpg	-2.430545516327303			-1.2593002319335938			-1.3442916870117188
10661.jpg	-2.4076817031261775			-1.1634902954101562			-1.0840682983398438
10662.jpg	-2.374171381487886			-1.1634902954101562			-1.0840682983398438
10663.jpg	-2.3266984258336407			-1.0722885131835938			-1.0840682983398438
10664.jpg	-2.3003439541285267			-1.0722885131835938			-1.0840682983398438
10665.jpg	-2.275734811675406			-0.9740676879882812			-0.9597091674804688
10666.jpg	-2.2141246890800064			-0.9740676879882812			-0.9597091674804688
10667.jpg	-2.1525145664846064			-0.9740676879882812			-0.9597091674804688
10668.jpg	-2.0767672769480527			-0.9740676879882812			-0.8749923706054688
10669.jpg	-2.0029398495886928			-0.9384384155273438			-0.8749923706054688
10670.jpg	-1.9184659137921671			-0.9384384155273438			-0.8749923706054688
10671.jpg	-1.8673277667087331			-0.9384384155273438			-0.8749923706054688
10672.jpg	-1.784599160164202			-0.9384384155273438			-0.8749923706054688
10673.jpg	-1.7388715337619502			-0.9384384155273438			-0.9210739135742188
10674.jpg	-1.7142623913088304			-1.0103836059570312			-0.9210739135742188
10675.jpg	-1.6948892366116934			-1.0103836059570312			-0.9210739135742188
10676.jpg	-1.6702800941585736			-0.9753036499023438			-0.9210739135742188
10677.jpg	-1.6526522687134306			-0.9359817504882812			-0.8814926147460938
10678.jpg	-1.6402604310242708			-0.9359817504882812			-0.8814926147460938
10679.jpg	-1.6280431262603108			-0.9359817504882812			-0.8814926147460938
10680.jpg	-1.6121606300671623			-0.9359817504882812			-0.8814926147460938
10681.jpg	-1.5892968168660366			-0.9359817504882812			-0.8814926147460938
10682.jpg	-1.5575318244797396			-0.9359817504882812			-0.8814926147460938
10683.jpg	-1.5329226820266197			-0.9359817504882812			-0.8814926147460938
10684.jpg	-1.480213738616391			-0.9359817504882812			-0.9155960083007812
10685.jpg	-1.4519394047340828			-0.9359817504882812			-0.9155960083007812
10686.jpg	-1.4027211198278426			-0.9359817504882812			-0.9155960083007812
10687.jpg	-1.3587388226775854			-0.8109359741210938			-0.8765182495117188
10688.jpg	-1.3023646878381687			-0.8109359741210938			-0.8765182495117188
10689.jpg	-1.254891732183923			-0.8109359741210938			-0.8765182495117188
10690.jpg	-1.2091641057816713			-0.8109359741210938			-0.8765182495117188
10691.jpg	-1.1580259586982375			-0.8109359741210938			-0.8765182495117188
10692.jpg	-1.1316714869931235			-0.7795486450195312			-0.8343124389648438
10693.jpg	-1.1000810275320259			-0.7795486450195312			-0.7541122436523438
10694.jpg	-1.0578440596337633			-0.6421890258789062			-0.6570510864257812
10695.jpg	-1.00338978697154			-0.6421890258789062			-0.6570510864257812
10696.jpg	-0.9855874286011979			-0.6088790893554688			-0.6208572387695312
10697.jpg	-0.9468411192069237			-0.6088790893554688			-0.6208572387695312
10698.jpg	-0.8906415172927065			-0.6088790893554688			-0.5885391235351562
10699.jpg	-0.8588765249064096			-0.6088790893554688			-0.5885391235351562
10700.jpg	-0.8253662032681184			-0.6088790893554688			-0.5885391235351562
10701.jpg	-0.7885397560510381			-0.6088790893554688			-0.5551834106445312
10702.jpg	-0.7426375967235872			-0.5343093872070312			-0.5551834106445312
10703.jpg	-0.7040658202545126			-0.5022201538085938			-0.5220565795898438
10704.jpg	-0.6600835231042554			-0.5022201538085938			-0.5220565795898438
10705.jpg	-0.6159266930287989			-0.46900177001953125			-0.39609527587890625
10706.jpg	-0.5719443958785418			-0.43848419189453125			-0.39609527587890625
10707.jpg	-0.5331980864842676			-0.43848419189453125			-0.39609527587890625
10708.jpg	-0.5016076270231703			-0.43848419189453125			-0.36312103271484375
10709.jpg	-0.46809730538487915			-0.43848419189453125			-0.36312103271484375
10710.jpg	-0.4541346713689245			-0.43848419189453125			-0.36312103271484375
10711.jpg	-0.4276056667386107			-0.43848419189453125			-0.36312103271484375
10712.jpg	-0.4012511950334963			-0.43848419189453125			-0.33071136474609375
10713.jpg	-0.3572688978832392			-0.43848419189453125			-0.33071136474609375
10714.jpg	-0.2991494337918281			-0.43848419189453125			-0.22792816162109375
10715.jpg	-0.24993114888558798			-0.43848419189453125			-0.18248748779296875
10716.jpg	-0.24120450262561632			-0.43848419189453125			-0.18248748779296875
10717.jpg	-0.23055799418845094			-0.43848419189453125			-0.18248748779296875
10718.jpg	-0.19879300180215415			-0.43848419189453125			-0.18248748779296875
10719.jpg	-0.16196655458507378			-0.34929656982421875			-0.09577178955078125
10720.jpg	-0.12496557444279399			-0.27378082275390625			-0.07684326171875
10721.jpg	-0.09145525280450287			-0.27378082275390625			-0.07684326171875
10722.jpg	-0.06684611035138281			-0.23361968994140625			-0.0444183349609375
10723.jpg	-0.024609142453120045			-0.20287322998046875			-0.0444183349609375
10724.jpg	0.0158824961931484			-0.20287322998046875			-0.0444183349609375
10725.jpg	0.05637413483941684			-0.20287322998046875			-0.0444183349609375
10726.jpg	0.08011061266653972			-0.20287322998046875			-0.0444183349609375
10727.jpg	0.1038470904936626			-0.03945159912109375			-0.0444183349609375
10728.jpg	0.1319468914507713			-0.0240325927734375			-0.0444183349609375
10729.jpg	0.1408480706359424			-0.0240325927734375			-0.0444183349609375
10730.jpg	0.1425933998879367			-0.0240325927734375			-0.0444183349609375
10731.jpg	0.14608405839192537			-0.0240325927734375			-0.0444183349609375
10732.jpg	0.15655603390389136			-0.0240325927734375			-0.0444183349609375
10733.jpg	0.16371188383706814			-0.0240325927734375			-0.0444183349609375
10734.jpg	0.17418385934903408			-0.0240325927734375			-0.0444183349609375
10735.jpg	0.1759291886010284			-0.0240325927734375			-0.0444183349609375
10736.jpg	0.1759291886010284			-0.0240325927734375			-0.0444183349609375
10737.jpg	0.17767451785302274			-0.0240325927734375			-0.0444183349609375
10738.jpg	0.1706932008450454			-0.0240325927734375			-0.0444183349609375
10739.jpg	0.16894787159305108			-0.0240325927734375			-0.0444183349609375
10740.jpg	0.16894787159305108			-0.0240325927734375			-0.0444183349609375
10741.jpg	0.16894787159305108			-0.0240325927734375			-0.0444183349609375
10742.jpg	0.16196655458507378			-0.0240325927734375			-0.0444183349609375
10743.jpg	0.1530653753999027			-0.0240325927734375			-0.0444183349609375
